,ID,NAZWASEKCJI,WARTOSC,DATA_WPLYWU,WI_KONKURS_ID,TYTUL,SLOWA_KLUCZE,WI_STATUSWNIOSKU_KOD
486,5427,opisProjektuEfekt,"<font size=""3"">Uzyskane wyniki badań zostaną zaprezentowane w postaci:<br />- komunikatu ustnego na corocznej Konferencji Naukowej Polskiego Towarzystwa Chitynowego, <br />  2007 oraz 2008.<br />- prezentacji posterowej na konferencji Modyfikacji Polimerów 2007,<br />- publikacji w czasopiśmie naukowym o zasięgu międzynarodowym<br />- będą stanowiły część rozprawy habilitacyjnej.</font>",07/01/12,23,Wpływ oddziaływań międzycząsteczkowych w mieszaninach polisacharydów z polimerami syntetycznymi na właściwości fizykochemiczne badanych mieszanin,"mieszaniny polimerowe, polisacharydy, stopień mieszalności, chitozan, karboksymetyloceluloza",173
487,5428,opisProjektuEfekt,"<div>Wyniki proponowanych w projekcie badań będą przedmiotem: </div>
<ol>
    <li><a name=""OLE_LINK1"" target=_blank>prezentacji na międzynarodowych konferencjach</a>&nbsp;akarologicznych&nbsp;(Europejskie Sympozjum Akarologiczne w 2008, Międzynarodowy Kongres Akarologiczny w 2010)</li>
    <li><span>prezentacji na </span>XXX Sympozjum Akarologicznym w październiku 2009&nbsp;r.;</li>
    <li>publikacji naukowych, kt&oacute;re zamierzamy opublikować w renomowanych czasopismach jak np. Experimental and Applied Acarology, International Journal of Acarology, Entomologia Experimentalis et Applicata, Journal of Applied Entomology, Evolutionary Ecology. Przewidujemy opublikowanie co najmniej trzech prac.</li>
</ol>",07/01/15,23,Specjalizacja żywicielska oraz status taksonomiczny szpecieli z rodzaju Aceria zasiedlających Poaceae i Liliaceae.,"Aceria tosichella, Aceria tulipae, Eriophyidae, Liliaceae, liliowate, Poaceae, rasy żywicielskie, specjacja, specyficzność żywicielska, specjalizacja żywicielska, szpeciele, trawy, zmienność genetyczna, zmienność morfologiczna",173
488,5436,opisProjektuEfekt,"<div align=""justify""><span>Wśr&oacute;d wymiernych i udokumentowanych efekt&oacute;w realizacji projektu można w chwili obecnej wymienić: </span></div>
<ul>
    <li>
    <div align=""justify"">Opracowanie zweryfikowanych podstaw teoretycznych nowej metody kształtowania dużej odporności polietylenu na zużycie i deformację plastyczną, zapewniającej wysoką trwałość eksploatacyjną (znacznie wyższą od dotychczasowej) w ciernych skojarzeniach materiałowych polimer-metal, predestynowanych do zastosowania w endoprotezoplastyce;</div>
    </li>
    <li>
    <div align=""justify"">Określenie technicznych warunk&oacute;w kształtowania polimeru, sprowadzające się do doboru najkorzystniejszych wartości parametr&oacute;w wstępnego odkształcenia plastycznego i dawki napromieniowania wiązką elektron&oacute;w, kt&oacute;re umożliwią osiągnięcie największej odporności na zużycie i deformację;</div>
    </li>
    <li>
    <div align=""justify"">Stworzenie na podstawie uzyskanych wynik&oacute;w o charakterze aplikacyjnym bazy do podjęcia prac rozwojowych: sformułowania wytycznych do przeprowadzenia cyklu badań na symulatorach stawu biodrowego, co będzie stanowić ostatnie ogniwo weryfikacji metody przed wdrożeniem jej ustaleń do praktyki klinicznej. Wyniki mogą być r&oacute;wnież z powodzeniem zastosowane w węzłach występujących w technice;</div>
    </li>
    <li>
    <div align=""justify"">Wykorzystanie uzyskanych wynik&oacute;w do zgłoszenia patentowego nowej, zweryfikowanej metody kształtowania właściwości funkcjonalnych polietylenu, przewidywanego do zastosowania na panewki endoprotez oraz w inżynierskich węzłach kinematycznych;</div>
    </li>
    <li>
    <div align=""justify"">Określenie zasad prognozowania właściwości funkcjonalnych węzła polimer-metal za pomocą prostych, kr&oacute;tkotrwałych metod testowych;</div>
    </li>
    <li>
    <div align=""justify"">Rozpowszechnienie opracowanej metody poprzez publikacje w renomowanych czasopismach i prezentacje na najważniejszych konferencjach z zakresu inżynierii materiałowej i powierzchni;</div>
    </li>
    <li>
    <div align=""justify"">Wykorzystanie zweryfikowanych wynik&oacute;w projektu badawczego jako podstawy dalszych prac kwalifikacyjnych adiunkt&oacute;w, kształtujących drogę swojego rozwoju naukowego. <br /></div>
    </li>
</ul>",07/01/17,23,Opracowanie metody podwyższenia trwałości eksploatacyjnej polimerowo-metalowych węzłów tarcia,"polimerowo-metalowe węzły tarcia, trwałość eksploatacyjna, skutki tarcia, kształtowanie odporności na zużycie i trwałą deformację, oddziaływanie przez odkształcenie i napromieniowanie wiązką elektronów, morfologia i struktura stereometryczna powierzchni tarcia, warstwa wierzchnia",173
489,5438,opisProjektuEfekt,"<p align=""justify""><font size=""2"">Zakłada się czynny udział w konferencjach naukowych, gdzie prezentowane będą akualne wyniki badań socjologicznych. Ponadto efekt badań zostanie szczeg&oacute;łowo opisany w planowanym wydaniu&nbsp;rozprawy doktorskiej. </font></p>",07/01/12,23,Aspiracje edukacyjno-zawodowe młodzieży kształcącej się w szkołach wyższych niepublicznych na terenie Dolnego Śląska w latach 2002-2007,"transformacja ustrojowa, zawód, aspiracje, społeczeństwo wiedzy, uczelnie niepubliczne",173
490,5439,opisProjektuEfekt,"<font face=""Arial"">
<p>Wymiernym efektem projektu ma być publikacja dw&oacute;ch pozycji książkowych oraz kilka prezentacji i odczyt&oacute;w na konferencjach naukowych i sympozjach językoznawstwa generatywnego w Polsce i zagranicą.</p>
<p>Jedna z pozycji książkowych podsumowujących wyniki naszych badań zostanie przygotowana w języku angielskim w celu lepszego rozpropagowania i udostępnienia wynik&oacute;w naszej pracy w międzynarodowej przestrzeni badawczej. Planujemy wydanie tej publikacji w renomowanym wydawnictwie niemieckim Peter Lang Verlag. Druga pozycja książkowa będzie przygotowana w języku polskim w celu upowszechnienia generatywnego podejścia do badań nad językiem wśr&oacute;d polskich językoznawc&oacute;w zajmujących się językoznawstwem og&oacute;lnym. Planujemy wydanie publikacji w języku polskim w Wydawnictwie Naukowym Uniwersytetu im. Adama Mickiewicza w Poznaniu. </p>
<p>Jedna z os&oacute;b pracujących nad projektem, mgr Anna Snarska, przygotuje w jego ramach pracę doktorską dotyczącą interpretacji i derywacji wyrażeń z czasownikiem w formie gerundium w językach polskim i angielskim.</p>
</font>",07/01/26,23,Właściwości podmiotu w zdaniach bezokolicznikowych oraz w wyrażeniach z czasownikiem w formie gerundium w językach polskim i angielskim,"bezokolicznik, podmiot, składnia, ",173
491,5440,opisProjektuEfekt,publikacje naukowe w renomowanych czasopismach międzynarodowych oraz referaty na konferencjach w kraju i za granicą,07/01/24,23,Temperaturowe zmiany struktury dwublokowego łańcucha kopolimerowego,"kopolimer blokowy, białka, symulacje molekularne, struktura",173
492,5444,opisProjektuEfekt,"<span style=""FONT-SIZE: 10pt; LINE-HEIGHT: 150%; FONT-FAMILY: Arial; mso-bidi-font-size: 12.0pt; mso-bidi-font-family: ’Times New Roman’"">
<p class=""MsoBodyTextIndent3"" style=""MARGIN: 0cm 0cm 6pt; TEXT-INDENT: 35.45pt""><span style=""FONT-SIZE: 11pt""><font face=""Times New Roman""><font size=""2""><o:p></o:p></font></font></span></p>
<p class=""MsoNormal"" style=""MARGIN: 0cm 0cm 0pt; TEXT-ALIGN: justify""><font size=""3""><font face=""Times New Roman"">&nbsp;&nbsp;&nbsp;&nbsp;</font><font face=""Tahoma"">&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </font></font></p>
<p class=""MsoNormal"" style=""MARGIN: 0cm 0cm 3pt; TEXT-ALIGN: justify""><font face=""Times New Roman""><font size=""3"">Wyniki otrzymane w czasie realizacji powyższego projektu badawczego będą opublikowane w formie przynajmniej 2-3 prac oryginalnych w czasopismach międzynarodowych. Będą r&oacute;wnież uwzględnione w monografii, kt&oacute;rą planuje się opublikować w polskim czasopiśmie (Acta Biochemica Polonica lub Postępy Biologii Kom&oacute;rki). <u1:p></u1:p>Badania te stanowić będą istotną część pracy doktorskiej nowoprzyjętego doktoranta w Zakładzie Bioenergetyki UAM- mgr Andrzeja Woyda-Płoszczycy.<o:p></o:p></font></font></p>
<u2:p></u2:p>
<p class=""MsoBodyTextIndent3"" style=""MARGIN: 0cm 0cm 6pt""><u1:p></u1:p><font face=""Times New Roman""><font size=""3"">Wyniki zostaną zaprezentowane w formie komunikat&oacute;w pisemnych i referat&oacute;w ustnych na kolejnych konferencjach Polskiego Towarzystwa Biochemicznego oraz na specjalistycznych konferencjach międzynarodowych: European Bioenergetic Conference i Mitochondrial Physiology.<span style=""FONT-SIZE: 10pt; FONT-FAMILY: Arial; mso-bidi-font-family: ’’Times New Roman’’""><o:p></o:p></span></font></font></p>
</span>",07/01/22,23,"Nukleotydy purynowe jako regulatory aktywności mitochondrialnych systemów rozpraszających energię, oksydazy alternatywnej i białka rozprzęgającego, w mitochondriach niższych eukariontów, na przykładzie ameby Acanthamoeba castellanii","mitochondria, białko rozprzęgające, oksydaza alternatywna, nukleotydy purynowe, ubichinon, kinetyka, rozpraszanie energii, Acanthamoeba castellanii",183
493,5446,opisProjektuEfekt,"Uzyskane wyniki badań będą prezentowane na konferencjach w kraju i zagranicą, a także zostaną opublikowane w postaci artykuł&oacute;w w czasopismach naukowych. Duże zainteresowanie badaczy problematyką termobehawioru <em>L.stagnalis</em>, po opublikowaniu (w wysoko punktowanych czasopismach o międzynarodowym zasięgu &ndash; Journal of Thermal Biology, Parasitology Research, Journal of Parasitology) wynik&oacute;w prac prowadzonych w ramach realizacji poprzedniego projektu (3 PO4C 10723)&nbsp;może posłużyć jako rekomendacja dla zasadności planowanych badań.",07/01/24,23,Badanie termicznych preferencji ślimaków z gatunku Planorbarius corneus pod kątem adaptacji żywiciela do pasożytniczej inwazji,"Gastropoda, Digenea, temperatura, żelazo, gorączka behawioralna",173
494,5449,opisProjektuEfekt,"W ramach proponowanego projektu planuje się opublikowanie wybranych wynik&oacute;w badań w recenzowanych pismach technicznych oraz wygłoszenie referat&oacute;w na konferencji krajowej lub zagranicznej. <br />Opracowanie wynik&oacute;w projektu badawczego w formie raportu będzie także formą oferty w kierunku przemysłu i zachętą dla firm produkcyjnych do wsp&oacute;łpracy w zakresie nowych technologii &bdquo;know-how&rdquo;. <br />W projekcie planuje się rozbudowę stanowiska badawczego o manipulator zapewniający powtarzalność procesu natryskiwania na podłoża ceramiczne o powierzchniach płaskich jak i obrotowych (walce, stożki). <br />Detonacyjne natryskiwanie metali użyte jako metoda metalizacji ceramiki jest stosunkowo jest nową techniką, całkowicie nie rozpowszechnioną na skalę przemysłową. Dlatego też, w trakcie trwania projektu, r&oacute;wnolegle z wykonywanymi badaniami prowadzone będą aktywne poszukiwania nowych aplikacji, kt&oacute;re mogłyby korzystać z uzyskiwanych efekt&oacute;w. <br />Część uzyskanych w badaniach wynik&oacute;w zostanie włączona do rozpraw habilitacyjnych wykonawc&oacute;w. <br />",07/01/24,23,Badania nad detonacyjnym nakładaniem metali na ceramikę - innowacyjna metoda modyfikacji i metalizacji powierzchni zaawansowanej ceramiki konstrukcyjnej.,"technologia, spajanie, modyfikacja powierzchni, nakładanie powłok, proszki metaliczne, proszki cermetaliczne",173
495,5451,opisProjektuEfekt,"<p align=""justify"">Wyniki przeprowadzonych badań i analiz, zostaną zawarte w realizowanej rozprawie doktorskiej &quot;Wybrane aspekty produkcji paliw stałych na przykładzie wykorzystania biomasy na Lubelszczyźnie&quot;, jak r&oacute;wnież w referatach, publikacjach i monografii. </p>",07/01/19,23,Wybrane aspekty transferu technologii produkcji paliw stałych na przykładzie wykorzystania zasobów biomasy na Lubelszczyźnie.,"transfer technologii, biomasa, urządzenia do produkcji peletu i brykietu, polityka regionalna, najbiedniejszy region UE (Lubelszczyzna)",173
496,5452,opisProjektuEfekt,"<p class=""MsoNormal"" style=""MARGIN: 0cm 0cm 0pt""><span lang=""PL"" style=""mso-bidi-font-size: 9.0pt; mso-ansi-language: PL""><font size=""3""><font face=""Times New Roman"">Efektem projektu mają być publikacje w czasopismach naukowych.<o:p></o:p></font></font></span></p>",07/01/29,23,Wpływ zredukowanej wymiarowości sieci krystalicznej na własności wybranych modeli silnie skorelowanych elektronów,"model Hubbarda, anizotropia, nadprzewodnictwo wysokotemperaturowe, stany związane, diagram fazowy, MFA, przejście metal-izolator, przejście Motta-Hubbarda",173
497,5453,opisProjektuEfekt,"<p>3 artykuły w czasopismach z Listy Filadelfijskiej (J. of Electrostatics, IEEE Trans. Dielectrics and Electrical Insulation, Electrical Engineering),</p>
<p>3 referaty na konferencjach krajowych (APTADM),</p>
<p>przygotowanie wstępnych materiał&oacute;w do rozprawy habilitacyjnej kierownika projektu,</p>
<p>nowa metoda&nbsp;oraz unikalne&nbsp;urządzenie do pomiaru dynamicznych, nanometrowych&nbsp;odkształceń mechanicznych&nbsp; materiałow polimerowych z&nbsp;kompensacją (zerowaniem)&nbsp;nacisku na badane pr&oacute;bki o szerokim pasmie&nbsp;(DC-2kHz) i zakresie pomiarowym (50nm-100um)</p>",07/01/26,23,Badania w zakresie nowych materiałów inteligentnych - pobudzane wysokonapięciowo elektroaktywne kompozyty polimerowe o mikrostrukturze biomorficznej,"dielektryk aktywny, kompozyt, polimer elektroaktywny, odkształcenie, struktura biomorficzna, materiał inteligentny",183
498,5454,opisProjektuEfekt,"<p style=""MARGIN: 0cm 0cm 0pt; TEXT-ALIGN: justify""><span style=""FONT-SIZE: 10pt; FONT-FAMILY: Arial"">Spos&oacute;b upowszechnienia uzyskanych wynik&oacute;w będzie zależny od ich wartości praktycznej.<o:p></o:p></span></p>
<p style=""MARGIN: 0cm 0cm 0pt; TEXT-ALIGN: justify""><span style=""FONT-SIZE: 10pt; FONT-FAMILY: Arial"">W przypadku otrzymania związk&oacute;w o potencjalnej wartości komercyjnej, nie przewidujemy ich publikowania (czy też jakiejkolwiek innej formy ujawnienia) przed uzyskaniem skutecznej ochrony patentowej a ta jest uzależniona od wcześniejszego znalezienia partnera przemysłowego mogącego pokryć wysokie koszty zagranicznych zgłoszeń patentowych. Po uzyskaniu ochrony patentowej wyniki pracy będą opublikowane w czasopismach naukowych.</span></p>
<p style=""MARGIN: 0cm 0cm 0pt; TEXT-ALIGN: justify""><span style=""FONT-SIZE: 10pt; FONT-FAMILY: Arial""></span><span style=""FONT-SIZE: 10pt; FONT-FAMILY: Arial; mso-fareast-font-family: 'Times New Roman'; mso-fareast-language: EN-US; mso-no-proof: yes; mso-ansi-language: PL; mso-bidi-language: AR-SA"">W przypadku, gdy uzyskane wyniki będą miały jedynie wartość poznawczą, lub gdy nie uda nam się znaleźć partnera przemysłowego, wyniki otrzymane w ramach tego projektu będą&nbsp;opublikowane w czasopismach naukowych.</span></p>",07/01/26,23,"Nowe pochodne chalkonu: synteza, ocena biodostępności i wielokierunkowa ocena aktywności biologicznej, ze szczególnym uwzględnieniem działania przeciwnowotworowego","flawonoidy, chalkony, aktywność biologiczna, działanie przeciwnowotworowe, działanie przeciwbakteryjne, działanie przeciwgruźlicze, działanie przeciwgrzybicze, działanie przeciwwirusowe, pompy błonowe, oporność wielolekowa",173
499,5455,opisProjektuEfekt,"&nbsp;
<div align=""justify"">Bezpośrednim, udokumentowanym efektem podjętego problemu badawczego będą publikacje i referaty&nbsp;zaprezentowane na krajowych i zagranicznych konferencjach (mi. in na konferencjach historyk&oacute;w kultury fizycznej) oraz rozprawa doktorska (przewiduje sie publikację przygotowanej rozprawy). </div>
<div align=""justify"">Rozprawa doktorska może stać się obiektem zainteresowań teoretyk&oacute;w i praktyk&oacute;w zajmujących się rozwojem kultury fizycznej w Polsce. </div>
<div align=""justify"">Informacje w niej zawarte winny być podstawą kreowania dzisiejszej kultury fizycznej nie tylko na szczeblu regionalnym oraz&nbsp;krajowym, ale r&oacute;wnież międzynarodowym.</div>
<div align=""justify"">Podjęte badania będą kontynuacją badań regionalnych dotyczących dziej&oacute;w kultury fizycznej w Polsce.&nbsp;<br /></div>",07/02/20,23,Rozwój turystyki na Podkarpaciu w latach 1945 - 1989,"HISTORIA, KULTURA FIZYCZNA, TURYSTYKA, PODKARPACIE",183
500,5458,opisProjektuEfekt,"publikacje naukowe oraz referaty na konferencjach, monografia naukowa, rozprawa habilitacyjna",07/01/16,23,Zasilanie silnika mieszanką z powietrzem wzbogaconym w tlen,"silnik spalinowy, powietrze wzbogacone w tlen",183
501,5459,opisProjektuEfekt,"<p class=""MsoNormal"" style=""MARGIN: 0cm 0cm 0pt; TEXT-ALIGN: justify""><span style=""mso-bidi-font-weight: bold""><font size=""3""><font face=""Times New Roman""><span style=""mso-spacerun: yes"">&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </span>Celem projektu jest kompleksowe badanie wpływu izomer&oacute;w CLA i Se podanych do diety szczur&oacute;w na kształtowanie profilu kwas&oacute;w tłuszczowych oraz stężenia Se-aminokwas&oacute;w, Zn, Fe, Cu, Se, Ca i Mg w tkankach i narządach wewnętrznych szczur&oacute;w. Modyfikacje stężenia tych substancji r&oacute;wnież w spos&oacute;b istotny mogą rzutować na stan zdrowia zwierząt gospodarskich i ludzi.&nbsp;</font></font></span><span style=""mso-bidi-font-weight: bold""><font size=""3""><font face=""Times New Roman""><strong><span style=""mso-spacerun: yes""><strong style=""mso-bidi-font-weight: normal""><span style=""mso-ansi-language: PL"">Podobnie na szczurach prowadzono badania w celu określenia wpływu składu diety na kształtowanie profilu np. cholesterolu, HDL, LDL, VLDL i MDA w ciele zwierząt; doświadczenia te prowadziły wiodące w tej dziedzinie badań plac&oacute;wki naukowe na świecie. Rezultaty tych prac były podstawą do ich kontynuowania na zwierzętach gospodarskich i/lub ludziach.<span style=""mso-spacerun: yes"">&nbsp; </span><span style=""mso-spacerun: yes"">&nbsp;</span><span style=""mso-spacerun: yes"">&nbsp;</span><o:p></o:p></span></strong></span><o:p></o:p></strong></font></font></span>
</p><p class=""MsoNormal"" style=""MARGIN: 0cm 0cm 0pt; TEXT-ALIGN: justify""><font size=""3""><font face=""Times New Roman""><strong><span style=""mso-spacerun: yes"">&nbsp;&nbsp;&nbsp;&nbsp; </span></strong><span style=""mso-bidi-font-weight: bold"">Użycie argentometrycznej chromatografii cieczowej, kapilarnej chromatografii gazowej oraz nowoczesnego detektora masowego (tj. spektrometrii masowej) i fotodiodowego pozwoli na określenie konfiguracji geometrycznej i pozycyjnej izomer&oacute;w CLA, struktury chemicznej metabolit&oacute;w izomer&oacute;w CLA gromadzących się w tkankach i narządach badanych szczur&oacute;w; będzie też można śledzić wpływ stężenia i formy chemicznej związku Se dodanego do diety na wydajność kumulowania się tych izomer&oacute;w CLA, metabolit&oacute;w oraz długołańcuchowych n-3 i n-6 PUFA w organizmie szczur&oacute;w. <o:p></o:p></span></font></font></p>
<p class=""MsoNormal"" style=""MARGIN: 0cm 0cm 0pt; TEXT-ALIGN: justify""><font face=""Times New Roman""><font size=""3""><strong><span style=""mso-spacerun: yes"">&nbsp;&nbsp;&nbsp; </span>Użycie w&nbsp;ww. celach nowoczesnego i wysokosprawnego warsztatu analitycznego sprawi, iż w pełni w</strong><strong style=""mso-bidi-font-weight: normal"">ymiernym i zasadniczym efektem niniejszego projektu będzie przygotowanie doniesień na międzynarodowe konferencje w kraju i zagranicą oraz prac, kt&oacute;re zamierza się publikować w najlepszych czasopismach o zasięgu międzynarodowym (tj. posiadających znaczący Impact-Factor).</strong></font><strong style=""mso-bidi-font-weight: normal""><span style=""FONT-SIZE: 8pt; mso-bidi-font-size: 12.0pt; mso-font-kerning: 12.0pt""> <span style=""mso-spacerun: yes"">&nbsp;&nbsp;</span><o:p></o:p></span></strong></font></p>
</p>",07/01/30,23,"Wpływ izomerów sprzężonego kwasu linolowego i różnych form chemicznych selenu na profil kwasów tłuszczowych, aminokwasów, Se, Zn, Fe i Cu w organizmie szczurów","selen, izomery sprzężonego kwasu linolowego, kwasy tłuszczowe, aminokwasy, Zn, Fe, Cu, szczury",183
502,5461,opisProjektuEfekt,"<p><font size=""3"">Wyniki projektu w zakresie występujących zjawisk i efekt&oacute;w strukturalnych zaprezentowane zostaną&nbsp;w pracach&nbsp;poznawczych i metodycznych w czasopismach (np. Materials Characterization, Microchimica Acta, Carbon, Inżynieria Materiałowa) oraz na renomowanych konferencjach krajowych i zagranicznych (np.European Materials Society Research Society Fall Meeting, European Microbeam Analysis Society Workshop, International Conference on Electron Microscopy of Solids, Achievements in Mechanical and Materials Engineering, EUROMAT, STERMAT).&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </font><font size=""3"">Wyniki dotyczące struktury połączenia metal-węgiel stanowić będą fragment monografii przygotowywanej przez kierownika projektu. Natomiast inne, w tym dotyczące stop&oacute;w magnezu, tworzyw węglowych, metalografii ilościowej, mogą znaleźć się w monografiach przygotowywanych przez innych wykonawc&oacute;w. <br />Do prac fragmentarycznie zostaną włączeni studenci &ndash; zakłada się powstanie&nbsp;&nbsp;1-2 prac doktorskich oraz kilku prac magisterskich. <br />Uzyskane wyniki będą miały częściowo charakter poufny, ze względu na to że część z nich może mieć walory typowo aplikacyjne i stanowić podstawę&nbsp; dalszych prac.</font></p>",07/01/29,23,Analiza oddziaływania międzypowierzchniowego stopy magnezu - węgiel w aspekcie możliwosci wytwarzania nowych tworzyw konstrukcyjnych,"powierzchnia rozdziału, warstwy, stopy magnezu, włókna węglowe, węgiel szklisty, materiały heterofazowe, kompozyty, mikroskopia elektronowa",183
503,5464,opisProjektuEfekt,"<p class=""MsoBodyText"" style=""margin: 0cm 0cm 0pt; text-indent: 18pt; line-height: 150%; text-align: justify;""><font size=""3"" face=""Times New Roman"">Prowadzone badania wchodzą w zakres zagadnień realizowanych w pracy doktorskiej mgr Elżbiety Sułuji Efektem realizacji projektu rozprawa doktorska o tytule &bdquo;Cząsteczki wirusopodobne PLRV jako system do prezentacji antygen&oacute;w&rdquo; i uzyskanie recenzji, publikacje w zagranicznych czasopismach naukowych oraz prezentacje uzyskanych wynik&oacute;w na konferencjach zagranicznych.</font></p>",07/01/31,23,"Ekspresja, charakterystyka i modyfikacja wirusopodobnych cząsteczek wirusa liściozwoju ziemniaka","VLPs, wirus liściozwoju ziemniaka, epitopy",183
504,5465,opisProjektuEfekt,Rezultatem pracy będzie opublikowana rozprawa habilitacyjna,07/01/26,23,Filmowi szestidiesiatnicy. Indywidualności artystyczne rosyjskiego kina lat 1965-1985,"kino rosyjskie, okres zastoju, pokolenie ""szestidiesiatników""",173
505,5466,opisProjektuEfekt,"<p style=""font-family: Times New Roman;""><font size=""3"">1. Rozprawa doktorska wnioskodawcy</font></p>
<p style=""font-family: Times New Roman;""><font size=""3"">2. Publikacje w międzynarodowych czasopismach naukowych np. Soil Biology and Biochemistry, Biology and Fertility of Soils, Chemosphere<br /></font></p>
<p style=""font-family: Times New Roman;""><font size=""3"">3. Prezentacja wyników badań na konferencji tematycznej</font></p>
<p style=""font-family: Times New Roman;""><font size=""3"">4. Informacja nt. wpływu teflubenzuronu i chlorpyrifosu na parametry glebowe</font></p>
<p style=""font-family: Times New Roman;""><font size=""3"">5. Informacja nt. ekologicznych efektów odłogowania.</font></p>",07/01/26,23,Charakterystyka i właściwości fizjologiczne zespołów mikroorganizmów glebowych pochodzących z różnych ekosystemów (porównanie łąk i odłogów),"mikroorganizmy glebowe, oporność, elastyczność, łąki, odłogi, insektycydy",173
506,5468,opisProjektuEfekt,,07/01/27,23,Badanie oddziaływania między podjednostkami kompleksów białkowych zaangażowanych w metabolizm RNA przy użyciu chemicznego sieciowania i spektrometrii mas,"składanie pre-mRNA, cross-linking, spektrometira mas, kompleksy białkowe, biologia strukturalna",183
507,5469,opisProjektuEfekt,Publikacja książkowa rozprawy habilitacyjnej - monografii naukowej&nbsp;&nbsp;,07/01/16,23,Tożsamość narodowa norweskich elit w XVIII wieku. U źródeł odzyskania niepodległości  przez Norwegię w 1814 roku,tożsamość narodowa; Norwegia nowożytna; elity XVIII-wieczne,173
508,5470,opisProjektuEfekt,"<p class=""MsoNormal"" style=""MARGIN: 0cm 0cm 0pt; TEXT-INDENT: 35.4pt; TEXT-ALIGN: justify""><font face=""Times New Roman"" size=""3"">Przeprowadzone studia teoretyczne i empiryczne dostarczą bogate materiały o istotnych wartościach poznawczych i aplikacyjnych. Przewiduje się, że wyniki tych prac zostaną opublikowane w zwartej monografii naukowej (praca habilitacyjna) oraz artykułach zamieszczonych m.in. w &bdquo;Przeglądzie Organizacji&rdquo;, &bdquo;Organizacji i Kierowaniu&rdquo;, zeszytach naukowych czołowych uczelni ekonomicznych w Polsce. Ponadto problematyka objęta badaniami będzie szeroko prezentowana podczas konferencji naukowych (krajowych i międzynarodowych) z zakresu nauk o zarządzaniu.</font></p>
<p class=""MsoNormal"" style=""MARGIN: 0cm 0cm 0pt; TEXT-INDENT: 35.4pt; TEXT-ALIGN: justify""><font face=""Times New Roman"" size=""3"">Ze względu na rosnące znaczenie relacji kooperencyjnych we wsp&oacute;łczesnej gospodarce światowej istnieje uzasadniona potrzeba szerokiej popularyzacji efekt&oacute;w niniejszych badań i analiz. Dlatego też wyniki badań oraz rekomendacje z nich płynące zostaną zaprezentowane przedstawicielom Ministerstwa Gospodarki, Ministerstwa Spraw Zagranicznych oraz gł&oacute;wnych zrzeszeń gospodarczych w naszym kraju. </font></p>",07/01/10,23,Organizacyjne i sektorowe uwarunkowania kooperencji między przedsiębiorstwami,"kooperencja, potencjał kooperencyjny sektora, potencjał kooperencyjny przedsiębiorstwa, macierz kooperencji, strategia rozwoju przedsiębiorstwa, współpraca między konkurentami",183
